IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,AND,Andorra,Year,2022,true,,,,,,,,,,,,,0.00,,,,,,0,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,MCO,Monaco,Year,2022,true,,,,,,,,,,,,,0.00,,,,,,0,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,SMR,San Marino,Year,2022,true,,,,,,,,,,,,,0.00,,,,,,0,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,true,,,,,,,,,,,,,1.00,,,,,,1,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,ISL,Iceland,Year,2022,true,,,,,,,,,,,,,1.00,,,,,,1,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2022,true,,,,,,,,,,,,,1.00,,,,,,1,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,BEN,Benin,Year,2022,true,,,,,,,,,,,,,10139.00,,,,,,10 139,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2022,true,,,,,,,,,,,,,10325.00,,,,,,10 325,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2022,true,,,,,,,,,,,,,10410.00,,,,,,10 410,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2022,true,,,,,,,,,,,,,1048.00,,,,,,1048,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,true,,,,,,,,,,,,,105240.00,,,,,,105 240,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2022,true,,,,,,,,,,,,,106.00,,,,,,106,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,KEN,Kenya,Year,2022,true,,,,,,,,,,,,,11518.00,,,,,,11 518,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,true,,,,,,,,,,,,,1104.00,,,,,,1104,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2022,true,,,,,,,,,,,,,1187.00,,,,,,1187,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2022,true,,,,,,,,,,,,,12.00,,,,,,12,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2022,true,,,,,,,,,,,,,12204.00,,,,,,12 204,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2022,true,,,,,,,,,,,,,12218.00,,,,,,12 218,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2022,true,,,,,,,,,,,,,12432.00,,,,,,12 432,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2022,true,,,,,,,,,,,,,12605.00,,,,,,12 605,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2022,true,,,,,,,,,,,,,120.00,,,,,,120,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2022,true,,,,,,,,,,,,,127.00,,,,,,127,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2022,true,,,,,,,,,,,,,13.00,,,,,,13,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2022,true,,,,,,,,,,,,,13339.00,,,,,,13 339,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2022,true,,,,,,,,,,,,,13807.00,,,,,,13 807,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2022,true,,,,,,,,,,,,,132.00,,,,,,132,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2022,true,,,,,,,,,,,,,1329.00,,,,,,1329,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,BRB,Barbados,Year,2022,true,,,,,,,,,,,,,14.00,,,,,,14,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2022,true,,,,,,,,,,,,,14.00,,,,,,14,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2022,true,,,,,,,,,,,,,14763.00,,,,,,14 763,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2022,true,,,,,,,,,,,,,142.00,,,,,,142,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,GAB,Gabon,Year,2022,true,,,,,,,,,,,,,1435.00,,,,,,1435,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2022,true,,,,,,,,,,,,,1491.00,,,,,,1491,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,HTI,Haiti,Year,2022,true,,,,,,,,,,,,,1498.00,,,,,,1498,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2022,true,,,,,,,,,,,,,15.00,,,,,,15,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2022,true,,,,,,,,,,,,,15068.00,,,,,,15 068,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2022,true,,,,,,,,,,,,,15376.00,,,,,,15 376,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,ARG,Argentina,Year,2022,true,,,,,,,,,,,,,152.00,,,,,,152,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2022,true,,,,,,,,,,,,,152.00,,,,,,152,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2022,true,,,,,,,,,,,,,1569.00,,,,,,1569,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,IDN,Indonesia,Year,2022,true,,,,,,,,,,,,,158563.00,,,,,,158 563,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2022,true,,,,,,,,,,,,,167.00,,,,,,167,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2022,true,,,,,,,,,,,,,168.00,,,,,,168,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2022,true,,,,,,,,,,,,,169.00,,,,,,169,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2022,true,,,,,,,,,,,,,175.00,,,,,,175,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2022,true,,,,,,,,,,,,,1778.00,,,,,,1778,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,true,,,,,,,,,,,,,18.00,,,,,,18,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2022,true,,,,,,,,,,,,,187.00,,,,,,187,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,MEX,Mexico,Year,2022,true,,,,,,,,,,,,,188.00,,,,,,188,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2022,true,,,,,,,,,,,,,189.00,,,,,,189,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EUR,Europe,Country,ARM,Armenia,Year,2022,true,,,,,,,,,,,,,19.00,,,,,,19,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,SUR,Suriname,Year,2022,true,,,,,,,,,,,,,19.00,,,,,,19,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2022,true,,,,,,,,,,,,,19.00,,,,,,19,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2022,true,,,,,,,,,,,,,19724.00,,,,,,19 724,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2022,true,,,,,,,,,,,,,1938.00,,,,,,1938,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,true,,,,,,,,,,,,,1996.00,,,,,,1996,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2022,true,,,,,,,,,,,,,2.00,,,,,,2,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2022,true,,,,,,,,,,,,,2.00,,,,,,2,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2022,true,,,,,,,,,,,,,200.00,,,,,,200,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,true,,,,,,,,,,,,,2023.00,,,,,,2023,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2022,true,,,,,,,,,,,,,207.00,,,,,,207,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2022,true,,,,,,,,,,,,,21.00,,,,,,21,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2022,true,,,,,,,,,,,,,21.00,,,,,,21,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,BDI,Burundi,Year,2022,true,,,,,,,,,,,,,2100.00,,,,,,2100,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2022,true,,,,,,,,,,,,,2169.00,,,,,,2169,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2022,true,,,,,,,,,,,,,22.00,,,,,,22,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,GIN,Guinea,Year,2022,true,,,,,,,,,,,,,22313.00,,,,,,22 313,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2022,true,,,,,,,,,,,,,222.00,,,,,,222,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,COM,Comoros,Year,2022,true,,,,,,,,,,,,,230.00,,,,,,230,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2022,true,,,,,,,,,,,,,232.00,,,,,,232,,,EN,2024-04-02 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2022,true,,,,,,,,,,,,,25.00,,,,,,25,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2022,true,,,,,,,,,,,,,25.00,,,,,,25,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,TCD,Chad,Year,2022,true,,,,,,,,,,,,,25053.00,,,,,,25 053,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2022,true,,,,,,,,,,,,,2506.00,,,,,,2506,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2022,true,,,,,,,,,,,,,251.00,,,,,,251,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2022,true,,,,,,,,,,,,,2569.00,,,,,,2569,,,EN,2025-01-08 00:00:00
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2022,true,,,,,,,,,,,,,26.00,,,,,,26,,,EN,2025-01-08 00:00:00
